Epoch: 0, Loss: 1.704e-01, Training accuracy:0.608, Validation Loss: 1.361e-01, Validation Accuracy: 0.610, Time: 47.648, Learning Rate: 1.000e-04
Epoch: 1, Loss: 1.206e-01, Training accuracy:0.682, Validation Loss: 1.082e-01, Validation Accuracy: 0.680, Time: 47.936, Learning Rate: 1.000e-04
Epoch: 2, Loss: 9.938e-02, Training accuracy:0.717, Validation Loss: 9.219e-02, Validation Accuracy: 0.714, Time: 42.476, Learning Rate: 1.000e-04
Epoch: 3, Loss: 8.671e-02, Training accuracy:0.742, Validation Loss: 8.228e-02, Validation Accuracy: 0.739, Time: 43.345, Learning Rate: 1.000e-04
Epoch: 4, Loss: 7.841e-02, Training accuracy:0.760, Validation Loss: 7.540e-02, Validation Accuracy: 0.759, Time: 40.753, Learning Rate: 1.000e-04
Epoch: 5, Loss: 7.227e-02, Training accuracy:0.776, Validation Loss: 7.006e-02, Validation Accuracy: 0.772, Time: 39.420, Learning Rate: 1.000e-04
Epoch: 6, Loss: 6.732e-02, Training accuracy:0.788, Validation Loss: 6.571e-02, Validation Accuracy: 0.785, Time: 30.013, Learning Rate: 1.000e-04
Epoch: 7, Loss: 6.325e-02, Training accuracy:0.798, Validation Loss: 6.216e-02, Validation Accuracy: 0.796, Time: 27.958, Learning Rate: 1.000e-04
Epoch: 8, Loss: 5.993e-02, Training accuracy:0.807, Validation Loss: 5.931e-02, Validation Accuracy: 0.803, Time: 28.996, Learning Rate: 1.000e-04
Epoch: 9, Loss: 5.723e-02, Training accuracy:0.813, Validation Loss: 5.701e-02, Validation Accuracy: 0.810, Time: 38.267, Learning Rate: 1.000e-04
