Epoch: 0, Loss: 7.536e-02, Training accuracy:0.821, Validation Loss: 5.131e-02, Validation Accuracy: 0.822, Time: 35.154, Learning Rate: 1.000e-03
Epoch: 1, Loss: 4.769e-02, Training accuracy:0.840, Validation Loss: 4.508e-02, Validation Accuracy: 0.842, Time: 36.747, Learning Rate: 1.000e-03
Epoch: 2, Loss: 4.290e-02, Training accuracy:0.852, Validation Loss: 4.220e-02, Validation Accuracy: 0.850, Time: 36.286, Learning Rate: 1.000e-03
Epoch: 3, Loss: 4.018e-02, Training accuracy:0.859, Validation Loss: 4.078e-02, Validation Accuracy: 0.855, Time: 36.055, Learning Rate: 1.000e-03
Epoch: 4, Loss: 3.830e-02, Training accuracy:0.867, Validation Loss: 3.933e-02, Validation Accuracy: 0.858, Time: 36.145, Learning Rate: 1.000e-03
Epoch: 5, Loss: 3.685e-02, Training accuracy:0.870, Validation Loss: 3.867e-02, Validation Accuracy: 0.860, Time: 36.046, Learning Rate: 1.000e-03
Epoch: 6, Loss: 3.566e-02, Training accuracy:0.876, Validation Loss: 3.763e-02, Validation Accuracy: 0.863, Time: 36.580, Learning Rate: 1.000e-03
Epoch: 7, Loss: 3.462e-02, Training accuracy:0.878, Validation Loss: 3.726e-02, Validation Accuracy: 0.864, Time: 36.892, Learning Rate: 1.000e-03
Epoch: 8, Loss: 3.372e-02, Training accuracy:0.883, Validation Loss: 3.642e-02, Validation Accuracy: 0.866, Time: 36.856, Learning Rate: 1.000e-03
Epoch: 9, Loss: 3.290e-02, Training accuracy:0.885, Validation Loss: 3.616e-02, Validation Accuracy: 0.868, Time: 36.610, Learning Rate: 1.000e-03
